latitude,longitude,data_inserimento,bicycle_parking,capacity,covered,access,addr:city,addr:street,addr:housenumber,note,precisione,foto,path,url
44.497384,11.332455,2018-02-10T13:00:38.000+01:00,wide_stands,10,no,yes,Bologna,Via san felice,1,,19.06399918,,https://ondata.github.io/rastrellierebologna/img/,https://ondata.github.io/rastrellierebologna/img/
44.492688,11.340548,2018-02-10T13:00:36.000+01:00,bollard,8,no,yes,Bologna,val d’aposa,12,,5,image-13_0_28.jpg,https://ondata.github.io/rastrellierebologna/img/,https://ondata.github.io/rastrellierebologna/img/image-13_0_28.jpg
44.491534,11.340074,2018-02-10T12:57:36.000+01:00,bollard,12,no,yes,Bologna,valdaposa,1,,5,image-12_57_31.jpg,https://ondata.github.io/rastrellierebologna/img/,https://ondata.github.io/rastrellierebologna/img/image-12_57_31.jpg
44.492691,11.34046,2018-02-10T13:01:28.000+01:00,bollard,4,no,yes,Bologna,Valdaposa,,,18.86300087,1518264013620730813381-13_0_20.jpg,https://ondata.github.io/rastrellierebologna/img/,https://ondata.github.io/rastrellierebologna/img/1518264013620730813381-13_0_20.jpg
44.498059,11.331218,2018-02-10T13:05:10.000+01:00,wide_stands,10,no,yes,Bologna,Via riva di reno,13,Angolo con via ferrarese,16.5340004,,https://ondata.github.io/rastrellierebologna/img/,https://ondata.github.io/rastrellierebologna/img/
44.49636,11.338184,2018-02-10T13:06:55.000+01:00,wall_loops,9,no,yes,Bologna,Belvedere,,Stazione Borgo Panigale,4.551000118,,https://ondata.github.io/rastrellierebologna/img/,https://ondata.github.io/rastrellierebologna/img/
44.498478,11.332225,2018-02-10T13:08:00.000+01:00,wide_stands,6,no,yes,Bologna,Riva di reno,,test,19.48200035,,https://ondata.github.io/rastrellierebologna/img/,https://ondata.github.io/rastrellierebologna/img/
44.497173,11.341697,2018-02-10T13:36:43.000+01:00,stands,8,no,yes,Bologna,,,,5.800000191,1518266189969-2124520316-13_36_38.jpg,https://ondata.github.io/rastrellierebologna/img/,https://ondata.github.io/rastrellierebologna/img/1518266189969-2124520316-13_36_38.jpg
44.501017,11.343377,2018-02-10T13:43:34.000+01:00,stands,10,no,yes,Bologna,,56,,4.599999905,1518266600548-1244206655-13_43_26.jpg,https://ondata.github.io/rastrellierebologna/img/,https://ondata.github.io/rastrellierebologna/img/1518266600548-1244206655-13_43_26.jpg
44.494904,11.330902,2018-02-10T14:36:22.000+01:00,wide_stands,14,no,yes,Bologna,Via Pietralata,,,19.11400032,,https://ondata.github.io/rastrellierebologna/img/,https://ondata.github.io/rastrellierebologna/img/
44.509941,11.347381,2018-02-11T19:51:31.000+01:00,bollard,6,no,yes,Bologna,Algardi,,,9.102000237,,https://ondata.github.io/rastrellierebologna/img/,https://ondata.github.io/rastrellierebologna/img/
44.515178,11.284507,2018-02-13T17:38:42.000+01:00,bollard,35,yes,yes,Bologna,,,,7.585000038,,https://ondata.github.io/rastrellierebologna/img/,https://ondata.github.io/rastrellierebologna/img/
